"","id","书名","评论数","作者","出版时间","出版社","折扣价","原价","折扣","分类","简介","year"
"1314",314,"思考，快与慢",70420,"(美)卡尼曼 著，胡晓姣，李爱民，何梦莹　译","2012-07-01","中信出版社","￥42.30","￥69.00","6.1折","经济","《思考，快与慢》受到著名经济学专家巴曙松、知名地产商任志强的微博推荐，网友大量转发（近800条），好评如潮；并受到“商业价值-商学院”、“商业评论网”、“新京报书评周刊”、“中国金融博物馆书院”、“每日好书推荐”、“经典经济学”等微博推荐。,“在决策中，人是*为关键的因素，但是人类往往*不了解的就是人类自己。在《思考，快与慢》（Thinking,Fast,andSlow）中，行为经济学的大师以办公室饮水机旁闲谈的叙述方式，与我们一起讨论快思考和慢思考、直觉与理性、以及决策过程中人类的缺陷，增强了人类对自己",2014
"1315",315,"破碎的时光I+II豪华典藏套装",25268,"沈肯尼　著","2014-09-01","百花洲文艺出版社","￥37.20","￥59.60","6.2折","青春文学","　　☆人气作家沈肯尼畅销经典首次完整披露。,　　☆新增数万字全新内容，回归初始人物命运，意外结局神秘揭晓。再版后记独家呈现沈肯尼心路历程。,　　☆专色印刷，精美双封，高端设计，封面为沈肯尼本人亲自出镜，更有两本全六张沈肯尼唯美卡片赠送，极具典藏价值。,　　☆请把所有的烦恼、沮丧、谎言、坎坷、失望、挣扎、幻灭、背叛、伤害都交由时间去经手，请你永远用赴汤蹈火的勇敢去面对生活。因为上天会善待所有在情感中勇敢且真诚的人们。——沈肯尼,　　重磅推荐：,　　《对的时间对的人》：让所有人都会快乐的暖萌爱情故事。,　　《",2014
"1316",316,"男人来自火星，女人来自金星—全球畅销图书-作者唯一授权中文简体...",53301,"(美)格雷 著，黄钦，尧俊芳 译","2010-11-01","吉林文史出版社","￥20.60","￥29.80","6.9折","两性关系","更多两性过招、婚恋箴言，新书、热书、畅销书,点击进入：,近十年来全球*畅销的图书，让男人读懂女人，让女人读懂男人！世界各个年龄阶层的男男女女中产生了很大的影响，被公认为走向和谐恋爱关系、保持美满婚姻关系的**“圣经”！《纽约时报》评论：迄今为止，在世界图书出版物中，《男人来自火星,女人来自金星》是一本关于两性情感关系*著名的作品！近年来，哈佛大学已经将约翰?格雷的“火星&金星理论体系”纳入了课程体系。",2014
"1317",317,"让孩子不生病的智慧系列套装:《让孩子不发烧、不咳嗽、不积食》《...",7550,"罗大伦，罗玲 著","2014-09-01","江西科学技术出版社","￥32.00","￥64.00","5.0折","保健/养生","　　★中国专门教父母从调理脾胃和情绪入手，用食疗和中医外治方法从根本上对症调理发烧、咳嗽、积食、不长个、瘦弱、胃口差、爱发脾气、肥胖等等一系列家长*焦心的孩子生理和心理身体问题的书，在本套书面世之前，里面的方法已被无数家长口口相传。,　　★孩子生病了，什么时候该自己调理，用什么简单、安全的方法调理，什么时候该送医院？如何让孩子疾病不再复发？这套书里讲得清清楚楚，让一点医学知识都没有的家长也能明白。家长只需照方调理或举一反三即可，从此求己求医皆有自信和良策。,　　★书里提出了孩子脾虚的另一重大但从来都被家长",2014
"1318",318,"忽然七日",46981,"(美)奥利弗　著，孙璐　译","2011-01-01","湖南文艺出版社","￥29.80","￥29.80","10.0折","青春文学","一本让全美年轻人集体沉静的书，亚马逊书店2010年**青年读物，20世纪福克斯公司同名电影正在拍摄。,不可思议的极限经历，痛并希望的七日轮回，她怎样面对率性缭乱的青春过往？,我们平凡却可贵的人生，错了不会再重来。,强烈推荐,《幸福的另一种含义：当当独家签章版》：百万畅销书《偷影子的人》作者马克·李维**力作，法国年度畅销榜冠军，上市6个月售出100万册，唤醒内心柔情的治愈系小说。,《孤儿列车》：蔡康永读后诚意推荐，温暖无数心灵的希望之书,《那些我们没谈过的事：当当独家定制版》：当当独家赠送签名印章明信片！",2014
"1319",319,"不能承受的生命之轻（精装版）",43907,"昆德拉 著，许钧 译","2011-07-01","上海译文出版社","￥35.90","￥37.00","9.7折","小说","《不能承受的生命之轻》是捷克斯洛伐克小说家米兰·昆德拉*负盛名的作品之一。小说描写了托马斯与特丽莎、萨丽娜之间的感情生活。但是，它绝不是一个男人和两个女人的三角性爱故事，它是一部哲理小说，小说从“永恒轮回”的讨论开始，把我们带入了对一系列问题的思考中，比如，轻与重，比如，灵与肉，它带领着我们思考——什么才是人类不能承受的生命之轻？意蕴深远，读它，你能领悟到智慧的力量，但又绝不枯燥。,相关推荐：,《庆祝无意义》（米兰·昆德拉暌违十年**小说）,米兰·昆德拉眼中**的、*伟大的小说——《好兵帅克》,2014年",2014
"1320",320,"《我会表达自己》（第1辑，全4册）",34911,"(韩)安美妍 著，(韩)徐熙正 绘","2012-12-01","北京科学技术出版社","￥39.00","￥60.00","6.5折","童书","这是一套在韩国创造销售奇迹的书，自出版以来，一直位于畅销榜的前列，版权输出到英国、美国、法国、日本等多个国家和地区，引起了多国父母的强烈关注。,这也是市场上**套教会低幼宝宝表达自己的书。,低幼宝宝正处于性格养成的关键时期，如何表达自己、顺畅地跟外界交流也是宝宝成长过程中至关重要的环节，是家长的关心点，但是很多爸爸妈妈都无从下手，一方面宝宝大部分都是独生子女，在万般宠爱中长大，难免脾气会比较暴躁，说话也也经常是带着生气的语气，有时候还会说点脏话，《不要发脾气好好说》就是解决孩子的这个问题，另外一方面，现在",2014
"1321",321,"愿风裁尘",31476,"郭敬明 著","2013-12-01","长江文艺出版社","￥27.60","￥36.80","7.5折","青春文学","《愿风裁尘》是郭敬明在而立之年献给每一位读者的纪念之作。《愿风裁尘》中描述了他十年生活的点点滴滴，从年少成名的郭敬明到身披荣耀的明星作家，他经历过沮丧和艰辛，也感受过期待和崇拜。在《愿风裁尘》中他还原了*真实的郭敬明，那个躲藏在无数峥嵘风云之后的郭敬明，那个一直用尽全力做到*好、做到极致的郭敬明。",2014
"1322",322,"群山回唱",43031,"(美)卡勒德 胡赛尼","2013-08-01","上海人民出版社","￥18.00","￥36.00","5.0折","小说","※《追风筝的人》作者、超级畅销作家胡赛尼顶尖力作，全球4000万读者翘首以待。,※《群山回唱》，关于背叛、流亡、自我牺牲和亲情力量的传奇。,※,美国Amazon书店“2013zui佳图书”、网店编辑首选推荐,美国独立书商协会“2013zui佳图书”,美国独立书店畅销榜首,巴诺书店畅销榜首、书店店员首选推荐、上半年度zui佳小说,美国国家公共电台（NPR)夏季zui佳图书,ABC《早安美国》读书俱乐部夏季zui佳图书,安意如诚挚推荐：展现了战争中，真实深刻的亲情和爱情，呈现出干净纯粹的人性。,黑人陈建州爱不",2014
"1323",323,"一粒种子的旅行",71269,"(德) 安妮·默勒　编绘，王乾坤 译","2010-11-01","南海出版社","￥14.40","￥25.00","5.8折","童书","☆荣获德国儿童图书Luchs大奖,☆德国青少年文学奖科普大奖杰作《世界上**温馨的家》姊妹作,留驻童年，收藏成长——精装图画书馆>>",2014
"1324",324,"世界与你无关",25612,"丁丁张　著","2014-04-01","中信出版社","￥29.30","￥36.00","8.1折","文学","",2014
"1325",325,"青蛙弗洛格的成长故事（全三辑，共26册）",44372,"(荷兰)马克斯·维尔修思　著","2010-10-01","湖南少年儿童出版社","￥105.70","￥162.60","6.5折","童书","一眨眼间，这只自荷兰的绿绿的、身穿红白相间条纹裤的小青蛙陪伴我们的小读者已经有六年多的时间。从一开始，弗洛格和他的伙伴们就在孩子们的心中留下清晰、难以磨灭的影像，因为很大程度上，弗洛格在好奇着他们的好奇，恐惧着他们的恐惧，喜欢着他们的喜欢，而又勇敢着他们期望于自己的勇敢。而那些真诚、温暖的友情又与孩子热情、盼望获得关爱的天性如此契合。,真诚的情感永远不会变得陈旧，没有一个巫师能够悄悄地将这些贵若黄金的东西变作一堆枯树叶。弗洛格和他的伙伴们的那些快乐烦恼，那些喜怒哀乐依然会牵动着那些珍爱他们的小读者的心灵，",2014
"1326",326,"格列佛游记（精装珍藏本，内附精美插图，名家名译，新课标必读书...",42027,"斯威夫特 著，白马 译","2012-01-01","中国画报出版社","￥16.10","￥24.80","6.5折","中小学教辅","　　,余秋雨、梅子涵推荐经典名著系列：《爱的教育：名家名译，新课标必读》,余秋雨、梅子涵推荐经典名著系列：《汤姆索亚历险记：名家名译，新课标必读》,此版本为国内著名翻译家白马教授译本，权威经典,　　,装帧考虑到收藏价值，所以也选用了精装本,　　,书中配了很多插画，增加了全书的可看性,　　,超值必买,此系列均为精装版本",2014
"1327",327,"情商：为什么情商比智商更重要（全球销量超过800万册，10周年纪念...",51077,"〔美〕丹尼尔?戈尔曼　著，杨春晓　译","2010-11-01","中信出版社","￥34.30","￥58.00","5.9折","成功/励志","★《情商》是20世纪**影响力的话题书籍之一。　,　　★　雄踞美国《纽约时报》畅销书排行榜前10名达半年之久，连续畅销10年，全球销售超过8,000,000册！,　　★　《情商》出版后即在美国企业界与教育界掀起一阵情商旋风，随即横扫全球，影响数代人！,　　★　认识自我潜能、获得成功的重量级好书！,　　1．享誉全球的《情商》一书已经畅销10年，销量达800多万册，中信版的“《情商》10周年纪念版”是在原著的基础上，加上了作者的再版前言和众多专家的推荐，内容更加充实，更具有可读性。,　2．中信版《情商》是在中",2014
"1328",328,"老师好美（严歌苓长篇小说）",14597,"严歌苓　著","2014-07-01","天津人民出版社","￥29.30","￥39.00","7.5折","小说","",2014
"1329",329,"可爱的鼠小弟（1-22）",28101,"(日)中江嘉男 文，(日)上野纪子 图， 赵静，文纪子，猿渡静子 译","2013-11-01","南海出版社","￥164.90","￥266.00","6.2折","童书","　☆,世界绘本经典中的经典，日本绘本史上的里程碑力作　　,☆,畅销35年，日本累计重印逾1200次，中文版销量突破260万册,　☆,让孩子从小爱上阅读的优秀启蒙读物，激发孩子想象力和创造力,☆儿童阅读专家、教育学博士,季颖,精彩分册导读,☆,荣获全国十佳童书奖,☆荣登《新京报》儿童畅销书排行榜,☆,日本学校图书馆协会好绘本奖,☆,日本产经儿童出版文化奖",2014
"1330",330,"蚯蚓的日记",51714,"(美)克罗宁　著，(美)布里斯　绘，陈宏淑　译","2013-04-01","明天出版社","￥21.40","￥32.80","6.5折","童书","　　中令人捧腹的小蚯蚓日记，展示奇妙的蚯蚓世界，传达生物和地球的科学知识；帮助孩子培养乐观、正向的态度，以及多元思考的习惯；学蚯蚓写写生活日记，语文能力变得好棒！,　　《蚯蚓的日记》获得荣誉包括：,　　《纽约时报》畅销图书榜；,　2004年度“图书感觉”奖（美国书商协会推荐）*终提名；,　　2003年美国《学校图书馆》杂志**图书；,　　台湾《中国时报》开卷年度**童书；,　　台湾行政院新闻局中小学生推荐优良读物；,　　台湾行政院环保署**届小绿芽奖；,　　入选台北市儿童深耕阅读计划；,　　入选台北县满天",2014
